game_time,game_mode,lobby_type,game_phase
230,All Draft,Public matchmaking,early_game
696,All Draft,Ranked,early_game
486,All Draft,Ranked,early_game
244,All Draft,Ranked,early_game
613,All Draft,Public matchmaking,early_game
512,All Draft,Ranked,early_game
297,All Draft,Ranked,early_game
331,All Draft,Ranked,early_game
381,All Draft,Ranked,early_game
1551,All Draft,Ranked,mid_game
1054,All Draft,Ranked,mid_game
1153,Single Draft,Public matchmaking,mid_game
914,All Draft,Ranked,mid_game
370,All Draft,Ranked,early_game
334,Single Draft,Public matchmaking,early_game
1628,All Draft,Ranked,late_game
1387,All Draft,Public matchmaking,mid_game
6,All Draft,Ranked,early_game
1898,All Draft,Ranked,late_game
1312,All Draft,Ranked,mid_game
196,All Draft,Ranked,early_game
1560,All Draft,Public matchmaking,late_game
1246,Turbo Mode,Public matchmaking,mid_game
1785,All Draft,Public matchmaking,late_game
1730,All Draft,Ranked,late_game
1725,All Draft,Public matchmaking,late_game
260,All Draft,Ranked,early_game
1325,All Draft,Ranked,mid_game
10,All Draft,Ranked,early_game
1381,Turbo Mode,Public matchmaking,mid_game
1287,All Draft,Ranked,mid_game
69,All Draft,Ranked,early_game
1638,All Draft,Ranked,late_game
62,All Draft,Ranked,early_game
806,All Draft,Ranked,mid_game
1481,All Draft,Ranked,mid_game
3039,All Draft,Public matchmaking,late_game
1841,Random Draft,Ranked,late_game
742,All Draft,Ranked,early_game
1193,Turbo Mode,Public matchmaking,mid_game
579,All Draft,Ranked,early_game
50,All Draft,Public matchmaking,early_game
1297,All Draft,Ranked,mid_game
1695,All Draft,Public matchmaking,late_game
1130,All Draft,Ranked,mid_game
756,All Draft,Public matchmaking,early_game
1325,Turbo Mode,Public matchmaking,mid_game
1521,All Draft,Ranked,mid_game
709,Turbo Mode,Public matchmaking,early_game
1325,Turbo Mode,Public matchmaking,mid_game
105,All Draft,Ranked,early_game
1693,All Draft,Public matchmaking,late_game
439,All Draft,Ranked,early_game
1615,Random Draft,Ranked,late_game
2579,Single Draft,Public matchmaking,late_game
1970,All Draft,Public matchmaking,late_game
994,All Draft,Ranked,mid_game
843,All Draft,Ranked,mid_game
230,Single Draft,Public matchmaking,early_game
2147,All Draft,Ranked,late_game
2325,All Draft,Ranked,late_game
568,All Draft,Ranked,early_game
2871,All Draft,Ranked,late_game
1941,All Draft,Ranked,late_game
1463,All Draft,Ranked,mid_game
721,All Draft,Ranked,early_game
1357,All Draft,Ranked,mid_game
771,All Draft,Ranked,early_game
1029,All Draft,Public matchmaking,mid_game
2390,All Draft,Ranked,late_game
2108,All Draft,Ranked,late_game
1711,All Draft,Public matchmaking,late_game
2430,All Draft,Public matchmaking,late_game
532,All Draft,Ranked,early_game
2957,Random Draft,Ranked,late_game
1836,All Draft,Public matchmaking,late_game
300,All Draft,Ranked,early_game
146,All Draft,Ranked,early_game
1301,All Draft,Ranked,mid_game
2309,All Draft,Public matchmaking,late_game
3621,All Draft,Ranked,late_game
1354,All Draft,Ranked,mid_game
445,All Draft,Public matchmaking,early_game
440,All Draft,Ranked,early_game
1798,All Draft,Ranked,late_game
2566,All Draft,Ranked,late_game
1389,All Draft,Public matchmaking,mid_game
2594,Random Draft,Public matchmaking,late_game
1463,All Draft,Ranked,mid_game
2033,All Draft,Ranked,late_game
885,Turbo Mode,Public matchmaking,mid_game
2410,All Draft,Public matchmaking,late_game
259,All Draft,Ranked,early_game
1191,All Draft,Public matchmaking,mid_game
842,All Draft,Ranked,mid_game
293,All Draft,Ranked,early_game
552,All Draft,Ranked,early_game
153,All Draft,Ranked,early_game
906,All Draft,Public matchmaking,mid_game
574,Random Draft,Ranked,early_game
1173,All Draft,Ranked,mid_game
1049,All Draft,Ranked,mid_game
316,All Draft,Ranked,early_game
2178,All Draft,Public matchmaking,late_game
889,All Draft,Ranked,mid_game
1156,All Draft,Ranked,mid_game
1488,All Draft,Ranked,mid_game
1270,All Draft,Ranked,mid_game
889,Turbo Mode,Public matchmaking,mid_game
2156,All Draft,Public matchmaking,late_game
826,All Draft,Ranked,mid_game
1810,All Draft,Ranked,late_game
2407,Single Draft,Public matchmaking,late_game
2843,All Draft,Ranked,late_game
1835,All Draft,Public matchmaking,late_game
1798,All Draft,Public matchmaking,late_game
2125,All Draft,Ranked,late_game
810,All Draft,Ranked,mid_game
1030,All Draft,Ranked,mid_game
1232,All Draft,Ranked,mid_game
1655,All Draft,Ranked,late_game
1368,Single Draft,Public matchmaking,mid_game
1865,All Draft,Ranked,late_game
1218,All Draft,Public matchmaking,mid_game
494,Random Draft,Ranked,early_game
2732,All Draft,Ranked,late_game
582,All Draft,Ranked,early_game
760,Random Draft,Ranked,early_game
355,All Draft,Public matchmaking,early_game
1470,All Draft,Ranked,mid_game
1675,All Draft,Ranked,late_game
748,Turbo Mode,Public matchmaking,early_game
131,All Draft,Public matchmaking,early_game
1239,All Draft,Ranked,mid_game
352,Turbo Mode,Public matchmaking,early_game
1122,All Draft,Ranked,mid_game
965,All Draft,Ranked,mid_game
659,Turbo Mode,Public matchmaking,early_game
1215,All Draft,Ranked,mid_game
1341,All Draft,Public matchmaking,mid_game
853,All Draft,Public matchmaking,mid_game
660,All Draft,Ranked,early_game
38,All Draft,Ranked,early_game
414,All Draft,Ranked,early_game
2676,All Draft,Ranked,late_game
2263,Random Draft,Ranked,late_game
972,Random Draft,Public matchmaking,mid_game
2413,All Draft,Ranked,late_game
2360,All Draft,Public matchmaking,late_game
1092,All Draft,Ranked,mid_game
1629,All Draft,Ranked,late_game
832,All Draft,Ranked,mid_game
692,Random Draft,Ranked,early_game
1086,All Draft,Public matchmaking,mid_game
689,Turbo Mode,Public matchmaking,early_game
262,All Draft,Ranked,early_game
1572,All Draft,Ranked,late_game
2167,All Draft,Public matchmaking,late_game
1028,All Draft,Ranked,mid_game
777,All Draft,Ranked,early_game
1149,All Draft,Ranked,mid_game
1015,All Draft,Ranked,mid_game
668,All Draft,Ranked,early_game
813,All Draft,Ranked,mid_game
368,All Draft,Ranked,early_game
833,All Draft,Ranked,mid_game
2163,All Draft,Ranked,late_game
2082,All Draft,Ranked,late_game
11,All Draft,Public matchmaking,early_game
2018,All Draft,Ranked,late_game
332,All Draft,Ranked,early_game
131,All Draft,Ranked,early_game
415,Turbo Mode,Public matchmaking,early_game
749,All Draft,Public matchmaking,early_game
360,All Draft,Ranked,early_game
347,All Draft,Ranked,early_game
1047,All Draft,Ranked,mid_game
212,All Draft,Ranked,early_game
638,All Draft,Ranked,early_game
920,All Draft,Ranked,mid_game
591,All Draft,Ranked,early_game
1664,All Draft,Ranked,late_game
946,All Draft,Ranked,mid_game
419,Single Draft,Public matchmaking,early_game
482,All Draft,Ranked,early_game
475,All Draft,Ranked,early_game
2009,All Draft,Ranked,late_game
2701,All Draft,Ranked,late_game
509,All Draft,Ranked,early_game
2104,All Draft,Public matchmaking,late_game
471,All Draft,Ranked,early_game
410,All Draft,Ranked,early_game
199,All Draft,Ranked,early_game
1971,All Draft,Ranked,late_game
1328,Turbo Mode,Public matchmaking,mid_game
684,All Draft,Ranked,early_game
1956,All Draft,Ranked,late_game
791,All Draft,Public matchmaking,mid_game
1965,All Draft,Public matchmaking,late_game
1656,All Draft,Ranked,late_game
56,All Draft,Public matchmaking,early_game
82,All Draft,Ranked,early_game
707,All Draft,Ranked,early_game
959,All Draft,Ranked,mid_game
43,All Draft,Ranked,early_game
3072,All Draft,Public matchmaking,late_game
2956,All Draft,Ranked,late_game
370,All Draft,Ranked,early_game
1329,All Draft,Ranked,mid_game
75,Turbo Mode,Public matchmaking,early_game
1922,All Draft,Ranked,late_game
1840,All Draft,Ranked,late_game
1064,All Draft,Ranked,mid_game
445,Single Draft,Public matchmaking,early_game
2942,All Draft,Ranked,late_game
2446,All Draft,Public matchmaking,late_game
41,All Draft,Ranked,early_game
1528,All Draft,Public matchmaking,mid_game
1641,All Draft,Ranked,late_game
1970,All Draft,Ranked,late_game
411,All Draft,Ranked,early_game
159,All Draft,Ranked,early_game
998,All Draft,Public matchmaking,mid_game
1447,All Draft,Ranked,mid_game
1329,All Draft,Ranked,mid_game
1224,All Draft,Ranked,mid_game
1157,All Draft,Ranked,mid_game
123,All Draft,Ranked,early_game
1142,All Draft,Ranked,mid_game
3708,All Draft,Public matchmaking,late_game
111,All Draft,Ranked,early_game
675,All Draft,Ranked,early_game
1326,All Draft,Ranked,mid_game
1531,All Draft,Public matchmaking,mid_game
2407,All Draft,Public matchmaking,late_game
65,All Draft,Ranked,early_game
745,All Draft,Ranked,early_game
1939,All Draft,Public matchmaking,late_game
534,All Draft,Ranked,early_game
3,All Draft,Ranked,early_game
2328,All Draft,Ranked,late_game
1977,All Draft,Ranked,late_game
1922,All Draft,Public matchmaking,late_game
1419,All Draft,Public matchmaking,mid_game
2073,All Draft,Public matchmaking,late_game
2596,All Draft,Ranked,late_game
1344,All Draft,Ranked,mid_game
2537,All Draft,Ranked,late_game
137,All Draft,Ranked,early_game
2097,All Draft,Ranked,late_game
694,All Draft,Ranked,early_game
1140,All Draft,Public matchmaking,mid_game
461,All Draft,Ranked,early_game
150,All Draft,Ranked,early_game
3044,Single Draft,Public matchmaking,late_game
1679,All Draft,Public matchmaking,late_game
2422,All Draft,Ranked,late_game
875,All Draft,Ranked,mid_game
1828,All Draft,Public matchmaking,late_game
3377,All Draft,Ranked,late_game
1294,All Draft,Ranked,mid_game
2530,Single Draft,Public matchmaking,late_game
337,All Draft,Ranked,early_game
841,All Draft,Ranked,mid_game
2062,All Draft,Ranked,late_game
761,Random Draft,Public matchmaking,early_game
995,All Draft,Ranked,mid_game
786,All Draft,Ranked,mid_game
1528,All Draft,Ranked,mid_game
1758,All Draft,Ranked,late_game
612,All Draft,Ranked,early_game
1794,All Draft,Ranked,late_game
788,Single Draft,Public matchmaking,mid_game
1671,Turbo Mode,Public matchmaking,late_game
556,Single Draft,Public matchmaking,early_game
1855,All Draft,Ranked,late_game
1393,All Draft,Ranked,mid_game
3026,All Draft,Ranked,late_game
1312,All Draft,Ranked,mid_game
1364,All Draft,Ranked,mid_game
596,All Draft,Ranked,early_game
644,All Draft,Ranked,early_game
1338,All Draft,Ranked,mid_game
578,All Draft,Public matchmaking,early_game
865,All Draft,Public matchmaking,mid_game
883,All Draft,Public matchmaking,mid_game
859,All Draft,Ranked,mid_game
225,Random Draft,Public matchmaking,early_game
881,All Draft,Public matchmaking,mid_game
351,All Draft,Ranked,early_game
164,All Draft,Public matchmaking,early_game
2597,All Draft,Ranked,late_game
415,All Draft,Ranked,early_game
299,All Draft,Ranked,early_game
1700,All Draft,Ranked,late_game
649,All Draft,Ranked,early_game
1256,All Draft,Ranked,mid_game
286,All Draft,Ranked,early_game
1599,All Draft,Ranked,late_game
964,All Draft,Ranked,mid_game
2355,All Draft,Ranked,late_game
422,All Draft,Public matchmaking,early_game
1503,All Draft,Public matchmaking,mid_game
1844,All Draft,Ranked,late_game
817,Random Draft,Ranked,mid_game
106,All Draft,Ranked,early_game
598,All Draft,Ranked,early_game
676,All Draft,Ranked,early_game
990,All Draft,Ranked,mid_game
992,All Draft,Ranked,mid_game
1124,All Draft,Ranked,mid_game
1537,All Draft,Ranked,mid_game
386,All Draft,Ranked,early_game
2796,Random Draft,Ranked,late_game
3057,All Draft,Ranked,late_game
243,Random Draft,Ranked,early_game
94,All Draft,Ranked,early_game
627,Single Draft,Public matchmaking,early_game
502,All Draft,Public matchmaking,early_game
2079,All Draft,Ranked,late_game
337,Turbo Mode,Public matchmaking,early_game
1530,All Draft,Ranked,mid_game
2579,All Draft,Public matchmaking,late_game
2078,All Draft,Ranked,late_game
970,Turbo Mode,Public matchmaking,mid_game
2152,All Draft,Public matchmaking,late_game
625,Turbo Mode,Public matchmaking,early_game
41,Single Draft,Public matchmaking,early_game
278,All Draft,Ranked,early_game
1988,All Draft,Public matchmaking,late_game
672,Single Draft,Public matchmaking,early_game
2074,All Draft,Public matchmaking,late_game
2037,All Draft,Ranked,late_game
1520,Single Draft,Public matchmaking,mid_game
1428,All Draft,Public matchmaking,mid_game
228,All Draft,Ranked,early_game
179,All Draft,Public matchmaking,early_game
1620,All Draft,Ranked,late_game
862,Single Draft,Public matchmaking,mid_game
1035,Turbo Mode,Public matchmaking,mid_game
2470,All Draft,Ranked,late_game
2447,All Draft,Ranked,late_game
2175,All Draft,Ranked,late_game
2726,Random Draft,Public matchmaking,late_game
61,All Draft,Ranked,early_game
928,All Draft,Public matchmaking,mid_game
380,Turbo Mode,Public matchmaking,early_game
678,All Draft,Ranked,early_game
1299,All Draft,Ranked,mid_game
1021,All Draft,Ranked,mid_game
863,All Draft,Ranked,mid_game
732,All Draft,Public matchmaking,early_game
330,Single Draft,Public matchmaking,early_game
1003,All Draft,Ranked,mid_game
1913,All Draft,Ranked,late_game
346,All Draft,Ranked,early_game
625,All Draft,Ranked,early_game
124,All Draft,Ranked,early_game
2439,All Draft,Ranked,late_game
1732,All Draft,Ranked,late_game
554,All Draft,Ranked,early_game
1508,All Draft,Ranked,mid_game
1753,All Draft,Ranked,late_game
1537,All Draft,Ranked,mid_game
1036,Turbo Mode,Public matchmaking,mid_game
2245,All Draft,Ranked,late_game
304,Random Draft,Ranked,early_game
202,All Draft,Ranked,early_game
842,All Draft,Public matchmaking,mid_game
391,Single Draft,Public matchmaking,early_game
662,Turbo Mode,Public matchmaking,early_game
246,All Draft,Ranked,early_game
758,All Draft,Public matchmaking,early_game
1848,All Draft,Ranked,late_game
121,All Draft,Ranked,early_game
277,All Draft,Public matchmaking,early_game
1109,All Draft,Public matchmaking,mid_game
809,Single Draft,Public matchmaking,mid_game
1383,All Draft,Ranked,mid_game
1122,All Draft,Ranked,mid_game
1510,All Draft,Ranked,mid_game
1001,All Draft,Public matchmaking,mid_game
1273,All Draft,Ranked,mid_game
827,All Draft,Ranked,mid_game
1560,All Draft,Ranked,late_game
293,All Draft,Ranked,early_game
1213,Random Draft,Public matchmaking,mid_game
1157,All Draft,Ranked,mid_game
439,All Draft,Ranked,early_game
810,Single Draft,Public matchmaking,mid_game
2777,Single Draft,Public matchmaking,late_game
763,Single Draft,Public matchmaking,early_game
1225,All Draft,Ranked,mid_game
182,All Draft,Ranked,early_game
976,All Draft,Ranked,mid_game
1060,All Draft,Ranked,mid_game
1087,All Draft,Public matchmaking,mid_game
860,All Draft,Ranked,mid_game
738,All Draft,Ranked,early_game
51,Random Draft,Ranked,early_game
2234,All Draft,Ranked,late_game
4,All Draft,Ranked,early_game
269,Single Draft,Public matchmaking,early_game
109,All Draft,Ranked,early_game
738,All Draft,Ranked,early_game
53,All Draft,Ranked,early_game
1729,All Draft,Public matchmaking,late_game
1105,All Draft,Ranked,mid_game
270,All Draft,Ranked,early_game
1533,Turbo Mode,Public matchmaking,mid_game
1228,All Draft,Public matchmaking,mid_game
2140,All Draft,Ranked,late_game
2290,All Draft,Ranked,late_game
549,Turbo Mode,Public matchmaking,early_game
462,All Draft,Ranked,early_game
1855,All Draft,Ranked,late_game
542,All Draft,Ranked,early_game
2441,All Draft,Ranked,late_game
1410,All Draft,Ranked,mid_game
2260,All Draft,Ranked,late_game
541,Turbo Mode,Public matchmaking,early_game
1856,All Draft,Ranked,late_game
1,All Draft,Public matchmaking,early_game
1020,All Draft,Ranked,mid_game
1029,All Draft,Ranked,mid_game
2453,All Draft,Ranked,late_game
369,All Draft,Ranked,early_game
883,All Draft,Public matchmaking,mid_game
161,All Draft,Ranked,early_game
353,All Draft,Ranked,early_game
1425,Single Draft,Public matchmaking,mid_game
1899,All Draft,Ranked,late_game
1641,Single Draft,Public matchmaking,late_game
452,All Draft,Ranked,early_game
783,Turbo Mode,Public matchmaking,mid_game
318,All Draft,Public matchmaking,early_game
38,All Draft,Public matchmaking,early_game
2153,All Draft,Ranked,late_game
1191,All Draft,Ranked,mid_game
1751,All Draft,Ranked,late_game
1075,All Draft,Ranked,mid_game
104,All Draft,Public matchmaking,early_game
715,All Draft,Ranked,early_game
1596,All Draft,Public matchmaking,late_game
927,All Draft,Ranked,mid_game
538,All Draft,Ranked,early_game
334,All Draft,Ranked,early_game
1778,Random Draft,Ranked,late_game
1955,All Draft,Ranked,late_game
2818,All Draft,Public matchmaking,late_game
54,All Draft,Ranked,early_game
1451,All Draft,Ranked,mid_game
1464,All Draft,Ranked,mid_game
1017,All Draft,Ranked,mid_game
496,Turbo Mode,Public matchmaking,early_game
1773,Random Draft,Ranked,late_game
819,Turbo Mode,Public matchmaking,mid_game
1173,Random Draft,Ranked,mid_game
630,Single Draft,Public matchmaking,early_game
857,All Draft,Ranked,mid_game
375,All Draft,Ranked,early_game
1842,All Draft,Ranked,late_game
417,All Draft,Ranked,early_game
481,All Draft,Ranked,early_game
1113,All Draft,Public matchmaking,mid_game
1614,All Draft,Ranked,late_game
2224,All Draft,Ranked,late_game
1909,All Draft,Ranked,late_game
1724,All Draft,Ranked,late_game
1092,All Draft,Ranked,mid_game
920,Turbo Mode,Public matchmaking,mid_game
2139,All Draft,Ranked,late_game
1761,All Draft,Ranked,late_game
2930,All Draft,Ranked,late_game
1050,All Draft,Public matchmaking,mid_game
2371,All Draft,Ranked,late_game
2010,All Draft,Ranked,late_game
1596,All Draft,Ranked,late_game
1171,All Draft,Ranked,mid_game
1733,All Draft,Ranked,late_game
1116,All Draft,Ranked,mid_game
1532,All Draft,Public matchmaking,mid_game
1636,All Draft,Ranked,late_game
2092,All Draft,Public matchmaking,late_game
2421,All Draft,Ranked,late_game
308,All Draft,Ranked,early_game
989,All Draft,Public matchmaking,mid_game
841,All Draft,Ranked,mid_game
1098,All Draft,Ranked,mid_game
672,All Draft,Ranked,early_game
1570,All Draft,Ranked,late_game
1288,All Draft,Ranked,mid_game
